Date,Town,State/Province,Latitude,Longitude,Number
11/6/2011,Monterrey,NL,25.7,-100.3,300
11/4/2011,jackson,MS,32.3,-90.2,400
11/4/2011,Tivoli,TX,27.5,-96.9,200
11/3/2011,League City,TX,29.5,-95.1,50
11/2/2011,La Trinidad,NL,25.2,-100.1,1
10/31/2011,slidell,LA,30.3,-89.8,50
10/29/2011,Matagorda,TX,28.8,-95.9,1000
10/29/2011,Holly Beach,LA,29.8,-93.5,100
10/29/2011,Port Lavaca,TX,28.5,-96.7,10000
10/29/2011,Rioverde,SLP,24.9,-99.5,20
10/29/2011,Santiago,NL,25.4,-99.8,1
10/27/2011,Katy,TX,29.8,-95.7,100
10/27/2011,slidell,LA,30.3,-89.8,101
10/27/2011,willis,TX,30.4,-95.5,75
10/27/2011,Linares,NL,24.9,-99.6,4
10/27/2011,Bryan-College Station,TX,30.6,-96.3,100
10/26/2011,Maxwell,TX,29.9,-97.8,100
10/26/2011,West Cape May,NJ,38.9,-74.9,300
10/25/2011,Garza Garcia,NL,25.7,-100.3,211
10/25/2011,Huntsville,TX,30.7,-95.6,1000
10/24/2011,Garden Ridge,TX,29.6,-98.3,22
10/24/2011,Houston,TX,29.8,-95.4,150
10/24/2011,Pascagoula,MS,30.4,-88.6,100
10/23/2011,Sullivans Island,SC,32.8,-79.8,100
10/23/2011,slidell,LA,30.3,-89.8,100
10/23/2011,Point Pelee National Park,ON,42,-82.5,500
10/23/2011,Clearville Park,ON,42.5,-81.8,60
10/23/2011,Royersford,PA,40.2,-75.5,100
10/23/2011,Brownstown,MI,42.1,-83.2,100
10/23/2011,Port Stanley,ON,42.7,-81.2,1
10/23/2011,Carlisle,PA,40.2,-77.2,51
10/23/2011,Dobbin,TX,30.4,-95.8,200
10/23/2011,Royersford,PA,40.2,-75.5,100
10/23/2011,Pasadena,TX,29.7,-95.2,1
10/23/2011,Calzada de Los Arcos,QUE,20.6,-100.4,6
10/23/2011,Hauppauge,NY,40.8,-73.2,100
10/22/2011,Georgetown,ME,43.8,-69.8,30
10/22/2011,Doctor Arroyo,NL,23.7,-100.2,700
10/21/2011,Yanceyville,NC,36.4,-79.3,1
10/20/2011,Clinton,MS,32.4,-90.3,6
10/20/2011,Maxwell,TX,29.9,-97.8,10
10/20/2011,Mer Rouge,LA,32.8,-91.7,40
10/20/2011,Charleston,SC,32.8,-79.9,1
10/20/2011,carpinteria,CA,34.4,-119.5,50
10/19/2011,Mer Rouge,LA,32.8,-91.7,100
10/19/2011,Port Lavaca,TX,28.5,-96.7,250
10/19/2011,Burnet,TX,30.8,-98.3,100
10/19/2011,Rosenberg,TX,29.5,-95.9,10
10/19/2011,Port Aransas,TX,27.9,-97.1,1
10/19/2011,Liberty,TX,30.1,-94.7,50
10/19/2011,Marble Falls,TX,30.6,-98.2,50
10/18/2011,Christiana,TN,35.7,-86.4,25
10/18/2011,Bellaire,TX,29.7,-95.5,8
10/18/2011,Santa Catarina,NL,27.6,-100,70
10/18/2011,San Nicol�s de los Garza,NL,25.8,-100.3,250
10/18/2011,Montemorelos,NL,25.2,-99.8,250
10/18/2011,Santa Catarina,NL,25.5,-100.4,100
10/18/2011,Saltillo,COA,25.4,-101,1
10/18/2011,Saltillo,COA,25.4,-101,25
10/18/2011,Saltillo,COA,25.4,-101,1
10/18/2011,Texas City,TX,29.4,-94.9,54
10/17/2011,Lacombe,LA,30.3,-89.9,150
10/17/2011,New Orleans,LA,30,-90.1,75
10/17/2011,Jefferson,TX,32.8,-94.3,25
10/17/2011,Chalk Mountain,TX,32.1,-97.9,50
10/17/2011,Norton Shores,MI,43.2,-86.3,50
10/17/2011,Saltillo,COA,25.4,-101,1
10/17/2011,Saltillo,COA,25.4,-101,1
10/17/2011,Saltillo,COA,25.4,-101,1
10/17/2011,Saltillo,COA,25.4,-101,1
10/17/2011,Saltillo,COA,25.4,-101,1
10/17/2011,Muskegon,MI,43.2,-86.2,32
10/17/2011,Saltillo,COA,25.4,-101,1
10/17/2011,Saltillo,COA,25.4,-101,1
10/16/2011,San Antonio,TX,29.5,-98.5,300
10/16/2011,"Greenwood, Lake Greenwood",SC,33.8,-84,10
10/16/2011,Point,TX,32.9,-95.9,75
10/16/2011,Columbia,SC,34,-81,10
10/16/2011,Saginaw,TX,32.9,-97.4,1
10/16/2011,Chalk Mountain,TX,32.1,-97.9,100
10/16/2011,Santa Catarina,NL,25.5,-100.4,40
10/16/2011,Cuatro Cienegas,COA,27,-102.1,80
10/16/2011,Magnolia,NJ,39.9,-75,13
10/15/2011,Chalk Mountain,TX,32.1,-97.9,27
10/15/2011,Chalk Mountain,TX,32.1,-97.9,35
10/15/2011,Round Rock,TX,30.5,-97.7,25
10/15/2011,Bergheim,TX,29.8,-98.8,7
10/15/2011,Maxwell,TX,29.9,-97.8,200
10/15/2011,Westhoff,TX,29.2,-97.5,200
10/15/2011,Sevierville,TN,35.9,-83.6,32
10/15/2011,Ludington,MI,44,-86.4,500
10/15/2011,Atascocita,TX,30,-95.2,1
10/15/2011,Falls Lake,NC,35.9,-78.6,45
10/15/2011,Wake County,NC,35.8,-78.6,20
10/15/2011,Cooks Slough,TX,29.2,-99.8,500
10/15/2011,Fort Clark,TX,29.3,-100.4,1000
10/15/2011,Watkinsville,GA,33.8,-83.4,50
10/14/2011,Austin,TX,30.3,-97.8,102
10/14/2011,Austin,TX,30.2,-97.7,15
10/14/2011,San Antonio,TX,29.5,-98.5,15
10/14/2011,San Antonio,TX,29.5,-98.5,10
10/14/2011,Del Rio,TX,29.9,-100.9,150
10/14/2011,Clearville Park,ON,42.5,-81.7,14
10/14/2011,Athens,GA,34,-83.4,100
10/14/2011,Round Rock,TX,30.5,-97.7,85
10/14/2011,Longview,TX,32.5,-94.7,50
10/14/2011,Cuatro Ci�negas,COA,27,-102.1,1
10/14/2011,Acu�a,COA,29,-101,1
10/14/2011,Uvalde,TX,29.3,-99.9,50
10/14/2011,Belton,TX,31.1,-97.5,1000
10/14/2011,Austin,TX,30.2,-97.7,1
