Date,Town,State/Province,Latitude,Longitude,Number
10/30/2004,Rome,GA,34.3,-85.1,1
10/29/2004,Tyler,TX,32.3,-95.3,1
10/27/2004,Cayucos,CA,35.5,-120.9,1
10/25/2004,Santa Maria,CA,34.9,-120.4,1
10/24/2004,Birmingham,AL,33.5,-86.8,1
10/23/2004,New Braufels,TX,29.5,-98.5,1
10/21/2004,Fort Hood,TX,31.1,-97.8,1
10/17/2004,Cumbres de Monterrey,NL,25.4,-100.6,1
10/16/2004,Monterrey (norte de),NL,25.7,-100.4,1
10/16/2004,Saltillo,COA,25.4,-101,1
10/16/2004,Comstock,TX,30,-101.4,1
10/15/2004,Carrizo Springs,TX,28.5,-100,1
10/15/2004,Garza García,NL,25.5,-100.2,1
10/14/2004,Rome,GA,34.3,-85.1,1
10/12/2004,Carrizo Springs,TX,28.5,-100,1
10/12/2004,Manitou Springs,CO,38.8,-104.9,1
10/12/2004,Eagle Pass,TX,28.5,-100.5,1
10/11/2004,Ciudad Acuña,COA,29,-101,1
10/11/2004,Dilley,TX,28.7,-99.3,1
10/10/2004,Knippa,TX,29.3,-99.6,1
10/10/2004,Hondo,TX,29.4,-99.1,1
10/10/2004,Utopia,TX,29.6,-99.6,1
10/10/2004,Uvalde,TX,29.3,-99.9,1
10/10/2004,Junction,TX,30.4,-99.6,1
10/10/2004,Del Rio,TX,29.9,-100.9,1
10/9/2004,Junction,TX,30.4,-99.6,1
10/9/2004,Del Rio,TX,29.9,-100.9,1
10/8/2004,Del Rio,TX,29.9,-100.9,1
10/8/2004,Putnam,TX,32.4,-99.3,1
10/8/2004,Del Rio,TX,29.9,-100.9,1
10/7/2004,Murfreesboro,TN,35.9,-86.4,1
10/6/2004,Superior,AZ,33.3,-111.2,1
10/5/2004,KIngfisher,OK,35.9,-98,1
10/5/2004,Kingfisher,OK,35.9,-98,1
10/5/2004,Lufkin,TX,31.4,-94.7,1
10/4/2004,San Angelo,TX,31.6,-100.5,1
10/4/2004,Sweet Briar,VA,37.6,-79.1,1
10/3/2004,Abilene,TX,32.5,-99.7,1
10/3/2004,Moore,OK,35.3,-97.5,1
10/2/2004,Lawton,OK,34.5,-98.3,1
10/1/2004,Little Rock,AR,34.7,-92.3,1
10/1/2004,Hyrum,UT,41.6,-111.8,1
10/1/2004,Oklahoma City,OK,35.4,-97.5,1
9/27/2004,Pennsville,NJ,39.6,-75.5,1
9/27/2004,Rule,TX,33.2,-99.9,1
9/26/2004,Fredonia,NY,42.4,-79.3,1
9/26/2004,Oakville,ON,43.3,-79.4,1
9/25/2004,Maple Grove,MN,45.2,-93.6,1
9/25/2004,Kalona,IA,41.5,-91.7,1
9/25/2004,Shenandoah,IA,40.7,-95.3,1
9/24/2004,Wilber,NE,40.5,-97,1
9/23/2004,Woodhaven,MI,42.1,-83.2,1
9/22/2004,Prairie City,IA,41.6,-93.3,1
9/21/2004,West Bend,WI,43.4,-88.2,1
9/18/2004,Columbus,OH,40.1,-83,1
9/5/2004,Windsor,ON,42.2,-83,1
9/2/2004,Farmington,MN,44.7,-93.1,1
8/1/2004,Angangueo,MIC,19.6,-100.3,1
