Date,Town,State/Province,Latitude,Longitude,Number
11/23/2018,Pooler,GA,32.1,-81.3,1000
11/19/2018,Santiago de Querétaro,QUE,20.6,-100.4,600
11/19/2018,Amanalco,MEX,19.2,-100,10000
11/18/2018,Gulf Shores,AL,30.2,-88,30
11/17/2018,Gulf Shores,AL,30.2,-87.8,156
11/16/2018,Rockport,TX,28.1,-97,75
11/11/2018,Ex-Hacienda de Ortega,GUA,21.3,-100.4,120
11/11/2018,Gulf Shores,AL,30.2,-87.9,400
11/8/2018,Port Lavaca,TX,28.7,-96.6,465
11/8/2018,Romerillos,GUA,21.3,-99.9,100
11/7/2018,Mineral de Angangueo,MIC,19.6,-100.3,1012
11/7/2018,Beeville,TX,28.5,-97.8,50
11/6/2018,Monterrey,NL,25.7,-100.3,10000
11/6/2018,Ponchatrain Causeway,LA,30.2,-90.1,100
11/5/2018,Port O'Connor,TX,28.4,-96.4,60
11/5/2018,Cd Victoria,TAM,23.7,-99.1,2000
11/5/2018,Saltillo,CO,25.4,-101,200
11/5/2018,Jaumave,TAM,23.4,-99.4,2000
11/5/2018,Ciudad Victoria,TAM,23.7,-99.2,2000
11/5/2018,Cd Victoria,TAM,23.7,-99.2,1000000
11/5/2018,Pensacola Beach,FL,30.3,-87.2,50
11/4/2018,Lavaca Bay Causeway,TX,28.7,-96.6,220
11/4/2018,Cameron,LA,29.8,-93.5,3000
11/4/2018,Surfside Beach,TX,28.9,-95.3,500
11/4/2018,Anahuac,TX,29.5,-94.8,500
11/4/2018,Port Lavaca,TX,28.6,-96.4,100
11/3/2018,Mount Pleasant,SC,32.8,-79.9,80
11/3/2018,Loma Alta (Loma Alta De Gómez Farías),TAM,22.9,-99,1800
11/3/2018,Victoria,GUA,21.2,-100.2,480
11/3/2018,Paso de Guillermo,GUA,21.2,-99.9,2000
11/3/2018,Bay Saint Louis,MS,30.3,-89.3,100
11/2/2018,Point Comfort,TX,28.7,-96.6,300
10/31/2018,La Encantada,NLE,23.9,-99.8,6000
10/31/2018,Douglassville,TX,33.2,-94.4,25
10/31/2018,Menard,TX,30.9,-99.5,75
10/31/2018,Caldwell,TX,30.7,-96.7,38
10/31/2018,Monterrey,NLE,25.7,-100.3,600
10/31/2018,Townsend,TN,35.6,-83.8,80
10/31/2018,Caldwell,TX,30.6,-96.5,51
10/31/2018,Somerville,TX,30.3,-96.6,350
10/30/2018,Bogata,TX,33.5,-95.1,100
10/30/2018,Cape May Point,NJ,38.9,-75,100
10/30/2018,Gulf Shores,AL,30.2,-87.8,100
10/30/2018,Rockwall,TX,32.9,-96.5,45
10/30/2018,Monterrey,NLE,25.7,-100.4,360
10/29/2018,Gulfport,MS,30.4,-89.1,150
10/29/2018,Gulfport,MS,30.4,-89.1,500
10/29/2018,Caldwell,TX,30.7,-96.7,46
10/29/2018,Austin,TX,30.2,-97.7,100
10/28/2018,San Antonio,TX,29.5,-98.5,100
10/28/2018,Austin,TX,30.3,-97.7,18
10/28/2018,Gause,TX,30.7,-96.7,35
10/28/2018,Monterrey,NLE,25.7,-100.3,1000
10/28/2018,Gulfport,MS,30.4,-89.1,40
