species_code,season,region_type,region_code,region_name,n_cells,abd_ppy_median,abd_ppy_lower,abd_ppy_upper,abd_trend_median,abd_trend_lower,abd_trend_upper
rethaw,breeding,state,HND-653,Ocotepeque,10,-0.41534894362333213,-1.7128668936499367,1.538838594668667,-4.076711427964408,-15.866941900227538,16.4989245404217
rethaw,breeding,state,HND-661,Choluteca,11,-0.28506601543237403,-2.078269884931475,1.7387439569602066,-2.814368569958003,-18.942952348071916,18.812932819988703
rethaw,breeding,state,HND-662,El Paraíso,21,0.3865508904462122,-0.8789244875889214,1.8393005286527988,3.933446439406896,-8.449639868910586,19.992493301190617
rethaw,breeding,state,HTI-1359,Grand'Anse,5,0.4546512714881484,-1.1636443719163658,2.947068155913671,4.640667996776404,-11.045641154230555,33.702592385354066
rethaw,breeding,state,HTI-1360,Nippes,5,0.0981686528140947,-2.164683662362096,0.6830960418853499,0.9860345883603072,-19.655429069101572,7.044810568088589
rethaw,breeding,state,HTI-1361,Nord-Ouest,7,-0.5262106076384148,-1.042133408878119,0.46998934876685394,-5.139234632290379,-9.945952156734084,4.800550077963561
rethaw,breeding,state,HTI-1362,Sud,9,0.14551330798292617,-1.224994470716262,1.662232296417226,1.4646985028059945,-11.596262437600958,17.922429174811437
rethaw,breeding,state,HTI-1384,L'Artibonite,15,0.14051131050595922,-1.3658137356432796,1.2716059646537812,1.414031019927453,-12.848541438934449,13.468932928240497
rethaw,breeding,state,HTI-1385,Centre,13,0.34048505224040126,-0.4250299027102165,1.1576957096760083,3.457495557656687,-4.169920902439317,12.199075670501893
rethaw,breeding,state,HTI-1386,Nord-Est,4,-0.01031117847483471,-0.7444003689143786,0.7866420503109618,-0.10306395372070563,-7.199530371357998,8.150805595546263
rethaw,breeding,state,HTI-1387,Nord,7,0.4857672929576624,-0.9398541390671348,1.3257221151470933,4.965246646794874,-9.010845126456443,14.076732972970962
rethaw,breeding,state,HTI-1388,Ouest,14,-0.23392143241782903,-0.7345581317397006,0.4674503850780818,-2.31474364074028,-7.107467867405603,4.774069082384069
rethaw,breeding,state,HTI-1389,Sud-Est,11,-0.26359589035330216,-0.7403652352303854,0.6125344115244777,-2.6049104203932028,-7.1617963981710275,6.296971041759969
rethaw,breeding,state,JAM-1370,Clarendon,4,-0.46889081215347017,-1.0854872008738643,0.7415862598994981,-4.591198736409963,-10.339705236846486,7.668298288569386
rethaw,breeding,state,JAM-1371,Hanover,4,-1.174087584295208,-3.5383935777792495,0.7683620589554228,-11.139587119363735,-30.24988923117157,7.9548090876234046
rethaw,breeding,state,JAM-1372,Manchester,4,-0.182567002708027,-0.908620625834368,0.39141175790984545,-1.810743995633857,-8.723550315196238,3.9837835414205935
rethaw,breeding,state,JAM-1373,Saint Elizabeth,4,-0.4814168697028709,-1.2856986026722448,0.24517066490767095,-4.7112033817635846,-12.138065001562492,2.478933147320017
rethaw,breeding,state,JAM-1374,Saint James,4,0.17543094222671604,-1.2900245615181185,0.876477279965967,1.7682236173462762,-12.17656116308694,9.118673483120276
rethaw,breeding,state,JAM-1375,Trelawny,5,0.7213515438630387,-0.7489841547062236,1.1370320690458826,7.452233662687968,-7.242378239468794,11.970095427276828
rethaw,breeding,state,JAM-1376,Westmoreland,3,-1.06776047979208,-1.990106520253107,-0.43268111993097014,-10.17889309985226,-18.21019516210035,-4.243530091082393
rethaw,breeding,state,JAM-1377,Kingston,2,0.5746151209496481,-0.7662323269804404,1.5804580912142303,5.897033138720098,-7.403449523681305,16.977320757824145
rethaw,breeding,state,JAM-1378,Portland,4,0.4593326055769053,-1.835107058690395,1.5785765625470254,4.689442310277192,-16.90747187039847,16.955655386145096
rethaw,breeding,state,JAM-1379,Saint Ann,6,0.30413869821090034,-0.66288739618844,2.3205386853198418,3.0833515372209908,-6.434590298187681,25.784804469907563
rethaw,breeding,state,JAM-1380,Saint Catherine,4,0.1762479341748506,-0.9595479793500172,0.9054839093335834,1.7765237434306025,-9.191576096018006,9.43284619551694
rethaw,breeding,state,JAM-1381,Saint Mary,3,0.2190311269201039,-1.0634220186043857,1.78000333560927,2.2120264346136675,-10.13949620590936,19.295649964378914
rethaw,breeding,state,JAM-1382,Saint Andrew,4,0.2697825339433267,-0.9879353801833176,1.2870124196663926,2.730814258248637,-9.451519657037268,13.64167149991653
rethaw,breeding,state,JAM-1383,Saint Thomas,3,0.6798030752708553,-0.5987357426105757,2.464605750890984,7.009805375927924,-5.828588261162427,27.56711497790181
rethaw,breeding,state,MEX-AG,Aguascalientes,16,0.8891698436867314,-0.24660239910048665,3.5300099247995123,9.256047448310657,-2.4388374410400537,41.46941460633941
rethaw,breeding,state,MEX-BC,Baja California,123,-0.02181101393022827,-1.4548807559472592,1.0755523554315207,-0.21789618961818305,-13.63233198276106,11.291304584327763
rethaw,breeding,state,MEX-BS,Baja California Sur,110,-0.5348315564346751,-1.4831003429803775,0.470826597762248,-5.22141416378874,-13.8793377822773,4.809283775091866
rethaw,breeding,state,MEX-CH,Chihuahua,414,-0.3450829435531745,-1.3078785444981085,1.4897206228553634,-3.39773258182745,-12.335280943055494,15.93660268442607
rethaw,breeding,state,MEX-CL,Colima,16,-0.9492733425778456,-1.8366242691450283,0.4052573171755155,-9.097325792835964,-16.920313537187283,4.127282617452277
rethaw,breeding,state,MEX-CO,Coahuila,267,0.35681692225964556,-0.404287215753143,1.233017025116161,3.626011035466603,-3.9701078656587008,13.03730697356198
rethaw,breeding,state,MEX-CS,Chiapas,84,-0.1501772015832061,-2.557463582536778,2.525884561395398,-1.4916636165675068,-22.82337178204109,28.332084723569896
rethaw,breeding,state,MEX-DF,Distrito Federal,8,-0.15521694521450757,-3.7940730128380937,1.4302917523159673,-1.5413726698415453,-32.07677693115743,15.259504134571756
rethaw,breeding,state,MEX-DG,Durango,221,-0.1763635595730103,-1.3368654360466987,1.9590501032664696,-1.749704373244776,-12.59242119869296,21.41093601776143
rethaw,breeding,state,MEX-GJ,Guanajuato,69,0.4179718291805282,-0.9409284545381288,2.7362693000045493,4.259216174210612,-9.020712493956218,30.989929920100323
rethaw,breeding,state,MEX-GR,Guerrero,114,-0.5886375360948497,-1.9131708955560904,1.2479000719102626,-5.732875472487198,-17.565890397457938,13.20360182644762
rethaw,breeding,state,MEX-HG,Hidalgo,49,0.15539499764854817,-0.8131999821561149,2.258081179878096,1.5648615505536645,-7.840779654919294,25.01910674068737
