Date,Town,State/Province,Latitude,Longitude,Number
11/23/2009,sylvania,OH,41.7,-83.7,1
11/10/2009,Saltillo,COA,25.4,-101,1
11/7/2009,Panama Beach City,FL,30.2,-85.8,1
11/5/2009,Querétaro,QUE,20.6,-100.4,1
11/2/2009,galveston,TX,29.3,-94.8,1
11/2/2009,Sunset Point,LA,30.4,-90.1,1
11/1/2009,st marys,GA,30.7,-81.5,1
10/31/2009,Port Lavaca,TX,28.5,-96.7,1
10/30/2009,Point Comfort,TX,28.7,-96.5,1
10/29/2009,Saltillo,COA,25.4,-101,1
10/29/2009,Watkinsville,GA,33.8,-83.4,1
10/28/2009,La Jova Verde,TAM,23.6,-99.2,1
10/27/2009,Monterrey,NL,25.7,-100.3,1
10/26/2009,Monterrey,NL,25.7,-100.3,1
10/25/2009,saltillo,COA,25.4,-101,1
10/25/2009,St. George Island,FL,29.7,-87.9,1
10/25/2009,Pensacola,FL,30.4,-87.2,1
10/25/2009,San pedro Garza García,NL,25.7,-100.3,1
10/24/2009,Monterrey,NL,25.6,-100.3,1
10/24/2009,Longview,TX,32.5,-94.7,1
10/24/2009,Panama City,FL,30.2,-85.6,1
10/24/2009,Monterrey,NL,25.7,-100.3,1
10/23/2009,Brownsville,TX,26,-97.6,1
10/23/2009,Cypress,TX,30,-95.7,1
10/23/2009,Seaside Beach,FL,30.4,-86.5,1
10/23/2009,Monterrey,NL,25.7,-100.3,1
10/23/2009,Saltillo,COA,25.4,-101,1
10/23/2009,Saltillo,COA,25.4,-101,1
10/22/2009,Saltillo,COA,25.4,-101,1
10/22/2009,Puerto de Flores,COA,25.3,-101,1
10/22/2009,Saltillo,COA,25.4,-101,1
10/22/2009,San Pedro Garza García,NL,25.7,-100.3,1
10/22/2009,Saltillo,COA,25.4,-101,1
10/22/2009,San Pedro Garza García,NL,25.7,-100.3,1
10/21/2009,saltillo,COA,25.4,-101,1
10/21/2009,Miramar Beach,FL,30.4,-86.4,1
10/21/2009,Fort Pickens State Park,FL,30.3,-87.3,1
10/21/2009,Saltillo,COA,25.4,-101,1
10/21/2009,Saltillo,COA,25.4,-101,1
10/20/2009,Arteaga,COA,25.5,-100.9,1
10/20/2009,Monterrey,NL,25.7,-100.3,1
10/20/2009,Cuatrociénegas,COA,27,-102.1,1
10/20/2009,Saltillo,COA,25.4,-101,1
10/20/2009,Saltillo,COA,25.4,-101,1
10/20/2009,Cuatrocienegas,COA,27,-102.1,1
10/19/2009,St. Marks,FL,30.1,-84.1,1
10/19/2009,Cuatrocienegas,COA,27,-102.1,1
10/19/2009,Cuatrocienegas,COA,27,-102.1,1
10/19/2009,Castaños,COA,26.8,-101.4,1
10/19/2009,Saltillo,COA,25.4,-101,1
10/19/2009,Perdido Beach,AL,30.3,-87.5,1
10/18/2009,Foley,AL,30.4,-87.7,1
10/18/2009,Corsicana,TX,32.1,-96.4,1
10/18/2009,Fripp Island,SC,32.3,-80.5,1
10/18/2009,El Salvador,ZAC,24.5,-100.9,1
10/18/2009,Saltillo,COA,25.4,-101,1
10/18/2009,Monclova,COA,26.8,-101.5,1
10/18/2009,New Braunfels,TX,29.7,-98.1,1
10/16/2009,Contrissa,COA,25.4,-100.9,1
10/16/2009,Saltillo,COA,25.4,-101,1
10/14/2009,Little Rock,AR,34.7,-92.3,1
10/14/2009,russellville,AR,35.3,-93.1,1
10/13/2009,Abilene,TX,32.5,-99.7,1
10/12/2009,Abilene,TX,32.5,-99.7,1
10/12/2009,Memphis,TN,35,-89.9,1
10/12/2009,Ozona,TX,30.7,-101.4,1
10/12/2009,Lamadrid,CHH,27,-101.8,1
10/12/2009,Staten Island,NY,40.6,-74.1,1
10/11/2009,Abilene,TX,32.5,-99.7,1
10/11/2009,Chincoteague Island,VA,37.9,-75.4,1
10/10/2009,Westport,MA,41.6,-71.1,1
10/10/2009,Cape May,NJ,39,-74.9,1
10/10/2009,Mountainburg,AR,35.6,-94.1,1
10/10/2009,Newport,RI,41.5,-71.3,1
10/10/2009,Cape May,NJ,39,-74.9,1
10/10/2009,Raleigh,NC,35.8,-78.6,1
10/10/2009,cross plains,TX,32.2,-99.3,1
10/9/2009,Spring City,TN,35.7,-84.9,1
10/9/2009,Columbia,KY,37.1,-85.2,1
10/9/2009,Nashville,TN,36.2,-86.8,1
