Date,Town,State/Province,Latitude,Longitude,Number
11/22/2021,New Orleans,LA,30.2,-90.1,500
11/22/2021,Cedar Key,FL,29.1,-83,1000
11/15/2021,Santiago,NLE,25.4,-100.1,3000
11/14/2021,Monterrey,NLE,25.8,-100.4,100
11/14/2021,Tula,TAM,23,-99.7,54
11/13/2021,Tula,TAM,23,-99.7,57
11/12/2021,Victoria,TAM,23.7,-99.2,20
11/12/2021,Victoria,TAM,23.7,-99.2,30
11/9/2021,Victoria,TAM,23.7,-99.1,10
11/8/2021,Boerne,TX,29.7,-98.6,60
11/7/2021,Natalia,TX,29.2,-98.9,250
11/6/2021,Boerne,TX,29.9,-98.8,50
11/6/2021,Boerne,TX,29.7,-98.7,69
11/6/2021,Natalia,TX,29.2,-98.8,43
11/6/2021,Comfort,TX,30.1,-98.8,100
11/6/2021,Slidell,LA,30.2,-89.8,30
11/5/2021,San Antonio,TX,29.4,-98.7,100
11/5/2021,Boerne,TX,29.8,-98.9,226
11/5/2021,San Antonio,TX,29.4,-98.5,150
11/4/2021,Orange Beach,AL,30.3,-87.6,1000
11/3/2021,New Orleans,LA,30.1,-90.1,200
11/2/2021,Austin,TX,30.5,-97.7,34
11/2/2021,Austin,TX,30.5,-97.7,120
11/2/2021,San Antonio,TX,29.5,-98.6,11
11/2/2021,Austin,TX,30.3,-97.7,40
11/1/2021,Mansfield,TX,32.6,-97.1,100
11/1/2021,Kyle,TX,30,-97.9,40
11/1/2021,Crawfordville,FL,30.1,-84.2,250
11/1/2021,New Orleans,LA,30.2,-90.1,125
11/1/2021,Natalia,TX,29.2,-98.8,27
11/1/2021,Ocean City,NJ,39.2,-74.6,80
11/1/2021,Austin,TX,30.4,-97.7,77
11/1/2021,Red Oak,TX,32.6,-96.9,430
11/1/2021,Austin,TX,30.3,-97.7,50
11/1/2021,Austin,TX,30.3,-97.7,16
11/1/2021,Allen,TX,33.1,-96.7,25
10/31/2021,Santa Rosa Beach,FL,30.3,-86.1,22
10/31/2021,Natalia,TX,29.2,-98.8,50
10/31/2021,Austin,TX,30.3,-97.7,30
10/31/2021,Miguel AlemÃ¡n,TAM,26.4,-99,10
10/31/2021,Houston,TX,29.8,-95.5,77
10/31/2021,Cedar Creek,TX,30.1,-97.5,4
10/31/2021,Tybee Island,GA,32,-80.9,100
10/30/2021,Bryan,TX,30.7,-96.4,15
10/30/2021,La Grange,TX,29.8,-96.8,500
10/30/2021,Quertaro,QUE,20.6,-100.4,1000
10/30/2021,Houston,TX,29.8,-95.5,97
10/29/2021,Austin,TX,30.3,-97.7,13
10/29/2021,Jaumave,TAM,23.7,-99.6,1000
10/29/2021,Jaumave,TAM,23.7,-99.6,1000
10/29/2021,Willis,TX,30.4,-95.6,300
10/29/2021,Livingston,TX,30.8,-95.1,1000
10/28/2021,Austin,TX,30.3,-97.7,24
10/28/2021,Monterrey,NLE,25.6,-100.3,80
10/27/2021,Emerald Isle,NC,34.7,-77,300
10/27/2021,Emerald Isle,NC,34.7,-76.9,3000
10/27/2021,Rioverde,SLP,21.9,-100.4,100
10/26/2021,Victoria,TAM,23.8,-99.2,32
10/26/2021,Mansfield,TX,32.6,-97.1,20
10/26/2021,Jaumave,TAM,23.4,-99.4,300
10/26/2021,Monterrey,NLE,25.6,-100.3,14
10/25/2021,Mansfield,TX,32.6,-97.1,10
10/25/2021,Cherokee,TX,31,-98.7,22
10/25/2021,Monterrey,NLE,25.6,-100.3,40
10/25/2021,New Ringgold,PA,40.6,-76,3
10/24/2021,Wise,VA,37,-82.6,23
10/24/2021,Fairhope,AL,30.5,-87.9,100
10/24/2021,Wantagh,NY,40.6,-73.5,12
10/24/2021,García,NLE,25.8,-100.4,10
10/24/2021,García,NLE,25.8,-100.4,10
10/24/2021,García,NLE,25.8,-100.4,100
10/24/2021,Fredericksburg,VA,38.3,-77.5,7
10/23/2021,Wantagh,NY,40.6,-73.5,184
10/23/2021,Mansfield,TX,32.6,-97.1,35
10/23/2021,Destin,FL,30.4,-86.5,1000
10/23/2021,Victoria,TAM,23.6,-99.2,100
10/23/2021,Virginia Beach,VA,37,-76.1,40
10/23/2021,Folly Beach,SC,32.6,-80,35
10/23/2021,Ocean City,MD,38.4,-75.1,33
10/23/2021,Ocean City,MD,38.4,-75.1,1
10/23/2021,Denton,TX,33.2,-97.1,25
10/22/2021,Cape May Point,NJ,38.9,-75,97
10/22/2021,Mansfield,TX,32.6,-97.1,20
10/22/2021,Far Rockaway,NY,40.6,-73.8,7
10/22/2021,Cape May,NJ,38.9,-74.9,353
10/22/2021,Wantagh,NY,40.6,-73.5,575
10/22/2021,Mason,TX,30.9,-99.4,143
10/22/2021,Mason,TX,30.7,-99.1,157
10/22/2021,Media,PA,39.9,-75.4,3
10/21/2021,Ship Bottom,NJ,39.6,-74.2,53
10/21/2021,Wantagh,NY,40.6,-73.5,67
10/21/2021,Austin,TX,30.3,-97.7,20
