Date,Town,State/Province,Latitude,Longitude,Number
12/26/2006,Angangueo,MIC,19.6,-100.3,1
11/11/2006,Tequisquiapan,QUE,20.5,-99.9,1
11/8/2006,Tequisquiapan,QUE,20.5,-99.9,1
11/7/2006,Rio Frio,TX,29.7,-99.8,1
11/7/2006,Port Lavaca,TX,28.5,-96.7,1
11/2/2006,Queretaro,QUE,20.6,-100.4,1
11/2/2006,Queretaro,QUE,20.6,-100.4,1
11/2/2006,Queretaro,QUE,20.6,-100.4,1
11/2/2006,Port Lavaca,TX,28.5,-96.7,1
10/30/2006,Sullivans Island,SC,32.8,-79.8,1
10/29/2006,Port Lavaca,TX,28.5,-96.7,1
10/28/2006,Port Lavaca,TX,28.5,-96.7,1
10/28/2006,Mercedes,TX,26.1,-97.9,1
10/27/2006,Charleston,SC,32.8,-79.9,1
10/26/2006,Tequisquiapan,QUE,20.5,-99.9,1
10/26/2006,Saltillo,COA,25.4,-101,1
10/26/2006,Saltillo,COA,25.4,-101,1
10/24/2006,Saltillo,COA,25.4,-101,1
10/24/2006,Port Lavaca,TX,28.5,-96.7,1
10/24/2006,Saltillo,COA,25.4,-101,1
10/23/2006,Saltillo,COA,25.4,-101,1
10/22/2006,Saltillo,COA,25.4,-101,1
10/22/2006,Pensacola,FL,30.4,-87.2,1
10/22/2006,Saltillo,COA,25.4,-101,1
10/22/2006,Galeana,NL,24.8,-100.1,1
10/22/2006,Monclava,COA,26.8,-101.5,1
10/21/2006,Houston,TX,29.8,-95.4,1
10/21/2006,Austin,TX,30.2,-97.7,1
10/21/2006,La Marque,TX,29.4,-95,1
10/21/2006,Monterrey,NL,25.7,-100.3,1
10/21/2006,Comanche,TX,31.9,-98.7,1
10/21/2006,Saltillo,COA,25.4,-101,1
10/21/2006,Arteaga,COA,25.5,-100.9,1
10/21/2006,El Carmen,COA,26.8,-101.5,1
10/20/2006,Texas City,TX,29.4,-94.9,1
10/20/2006,Austin,TX,30.2,-97.7,1
10/20/2006,Monterrey,NL,25.7,-100.3,1
10/20/2006,Saltillo,COA,25.4,-101,1
10/20/2006,Cuatociénegas,COA,27,-102.1,1
10/20/2006,Escobedo,NL,25.2,-99.9,1
10/19/2006,Mercedes,TX,26.1,-97.9,1
10/19/2006,Roma,TX,26.6,-99,1
10/19/2006,Saltillo,COA,25.4,-101,1
10/19/2006,Monterrey,NL,25.7,-100.3,1
10/19/2006,Monterrey,NL,25.7,-100.3,1
10/18/2006,San Antonio,TX,29.5,-98.5,1
10/18/2006,San Antonio,TX,29.5,-98.5,1
10/17/2006,Kingfisher,OK,35.9,-98,1
10/17/2006,Port Lavaca,TX,28.5,-96.7,1
10/17/2006,Canadian,TX,35.9,-100.4,1
10/17/2006,Alvarado,TX,32.4,-97.2,1
10/17/2006,Eagle Pass,TX,28.6,-100.3,1
10/16/2006,Eagle Pass,TX,28.6,-100.3,1
10/16/2006,Maverick County,TX,28.8,-100.4,1
10/16/2006,Radar Base,TX,28.9,-100.5,1
10/16/2006,Eagle Pass,TX,28.6,-100.3,1
10/16/2006,Buda,TX,30.1,-97.9,1
10/16/2006,Norman,OK,35.2,-97.5,1
10/16/2006,Del Rio,TX,29.9,-100.9,1
10/16/2006,Cotulla,TX,28.4,-99.1,1
10/16/2006,Del Rio,TX,29.9,-100.9,1
10/15/2006,Kingfisher,OK,35.9,-98,1
10/15/2006,Wimberley,TX,30.1,-98.1,1
10/15/2006,Uvalde,TX,29.3,-99.9,1
10/15/2006,Cypress Mill,TX,30.4,-98.3,1
10/14/2006,Austin,TX,30.2,-97.7,1
10/14/2006,Austin,TX,30.2,-97.7,1
10/14/2006,Port Lavaca,TX,28.7,-96.6,1
10/14/2006,Corpus Christi,TX,27.8,-97.4,1
10/14/2006,Rockport,TX,28.2,-97,1
10/14/2006,Leander,TX,29.8,-100.5,1
10/14/2006,Del Rio,TX,29.9,-100.9,1
10/14/2006,Corpus Christi,TX,27.8,-97.4,1
10/14/2006,Hudson Bend,TX,30.4,-97.9,1
10/14/2006,Oasis Ranch,TX,30.5,-101.8,1
10/14/2006,Cedar Park,TX,30.5,-97.8,1
10/13/2006,Tarpley,TX,29.6,-99.2,1
10/13/2006,Utley,TX,30.2,-97.4,1
10/13/2006,Tarpley,TX,29.6,-99.2,1
10/13/2006,Comal County,TX,29.8,-98.3,1
10/13/2006,Camp Wood,TX,29.7,-100,1
10/13/2006,Utopia,TX,29.6,-99.6,1
10/13/2006,Kingfisher,OK,35.9,-98,1
10/13/2006,Eden,TX,31.2,-99.9,1
10/13/2006,Concan,TX,29.5,-99.7,1
10/13/2006,Reagan Wells,TX,27.7,-97.4,1
10/13/2006,Camp Wood,TX,29.7,-100,1
10/13/2006,Fair Oaks Ranch,TX,29.7,-98.6,1
10/13/2006,Mineral Wells,TX,32.8,-98.1,1
10/13/2006,Uvalde,TX,29.3,-99.9,1
10/13/2006,Kendall Park,NJ,40.4,-74.6,1
10/13/2006,Fair Oaks Ranch,TX,29.7,-98.6,1
10/13/2006,Port Aransas,TX,27.9,-97.1,1
10/13/2006,Austin,TX,30.2,-97.7,1
