Date,Town,State/Province,Latitude,Longitude,Number
10/30/2002,Port Lavaca,TX,28.5,-96.7,1
10/28/2002,Monterrey,NL,25.7,-100.3,1
10/28/2002,La Madrid,COA,26.8,-101.5,1
10/26/2002,Saltillo,COA,25.4,-101,1
10/26/2002,Santiago,NL,25,-100,1
10/20/2002,Rio Grande City,TX,26.6,-98.7,1
10/20/2002,Fronton,TX,26.4,-99.1,1
10/19/2002,Baton Rouge,LA,30.4,-91.2,1
10/17/2002,Austin,TX,30.2,-97.7,1
10/16/2002,Crystal City,TX,28.8,-99.8,1
10/15/2002,Reagan Wells,TX,29.5,-98.5,1
10/14/2002,Camp Wood,TX,29.7,-100,1
10/13/2002,Hunt,TX,30,-99.6,1
10/12/2002,Gulf Shores,AL,30.2,-87.8,1
10/12/2002,Texarkana,AR,33.5,-93.9,1
10/10/2002,Panama City Beach,FL,30.1,-85.5,1
10/9/2002,Washington,IA,41.3,-91.7,1
10/7/2002,Clarkesville,GA,34.7,-83.5,1
10/6/2002,Rome,GA,34.3,-85.1,1
10/4/2002,Old Fort,NC,35.6,-82.2,1
10/3/2002,Middleburg,PA,40.8,-77,1
10/2/2002,Cornish,NH,43.5,-72.3,1
9/30/2002,Ajax,ON,43.5,-79,1
9/29/2002,Silver Bay,NY,43.7,-73.5,1
9/29/2002,Leamington,ON,42,-82.4,1
9/26/2002,Kokomo,IN,40.5,-86.2,1
9/23/2002,Vineland,ON,43.1,-79.2,1
9/23/2002,Mentor,OH,41.7,-81.3,1
9/23/2002,Enid,OK,36.4,-97.8,1
9/22/2002,Port Stanley,ON,42.4,-81.1,1
9/21/2002,Kansas City,MO,39.1,-94.6,1
9/21/2002,Blue Springs,MO,39,-94.3,1
9/21/2002,Kansas City,MO,39.1,-94.6,1
9/17/2002,Cresco,IA,43.4,-92.2,1
9/17/2002,Kansas City,MO,39.1,-94.6,1
9/14/2002,Pella,IA,41.4,-92.9,1
9/11/2002,Sidney,IA,40.8,-95.6,1
9/11/2002,Two Rivers/Manitowoc,WI,44.3,-87.6,1
9/10/2002,Creston,IA,41.1,-94.4,1
9/10/2002,Pella,IA,41.4,-92.9,1
9/10/2002,Stonington,MI,45.7,-87,1
9/8/2002,Urbana,IL,40.1,-88.2,1
9/8/2002,Hammond,WI,45,-92.5,1
8/28/2002,Cannon Falls,MN,44.5,-92.9,1
8/28/2002,Clifford,ND,47.4,-97.4,1
8/27/2002,Campbell,MN,46.1,-96.4,1
8/19/2002,Oconto,WI,44.9,-87.9,1
